point_id,point_type,role,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,va_blocks,usgs_ql1_dem_z_m,usgs_ql1_dem_error_m,usgs_ql1_laz_z_m,usgs_ql1_laz_error_m,usgs_ql0_dem_z_m,usgs_ql0_dem_error_m,usgs_ql0_laz_z_m,usgs_ql0_laz_error_m
2092_2021_MN,NVA,check,613242.311,4832992.866,346.475,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,346.489990234375,-0.014990234374977,346.46453804346083,0.010461956539189,,,,
2093_2022_MN,NVA,check,583382.753,4818538.781,383.724,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,383.7099914550781,0.014008544921865,383.6945534140158,0.029446585984203,,,,
2094_2021_MN,NVA,check,635794.016,4852703.212,205.195,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-08,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,205.2100067138672,-0.015006713867194,205.19984247744392,-0.00484247744393,,,,
2095_2022_MN,NVA,check,586381.03,4827982.748,349.667,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,349.7200012207031,-0.053001220703152,349.70750914705985,-0.040509147059879,,,,
2096_2021_MN,NVA,check,480936.076,4855039.575,378.778,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,378.760009765625,0.01799023437502,378.7581127069934,0.019887293006605,,,,
2097_2021_MN,NVA,check,520296.624,4821133.281,382.551,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,382.5,0.050999999999988,382.4957551686599,0.055244831340076,,,,
2098_2021_MN,NVA,check,438660.862,4897953.248,354.893,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,354.8900146484375,0.002985351562472,354.9037444399695,-0.010744439969528
2099_2021_MN,NVA,check,571954.89,4893676.989,355.053,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,355.1099853515625,-0.056985351562503,355.0918237623765,-0.038823762376524,,,,
2100_2021_MN,NVA,check,609324.392,4877400.267,199.047,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-08,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,199.0800018310547,-0.03300183105469,199.07419452054359,-0.027194520543588,,,,
2101_2021_MN,NVA,check,536718.225,4899246.284,341.757,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,341.82000732421875,-0.063007324218745,341.8158329133816,-0.058832913381593,,,,
2102_2022_MN,NVA,check,550694.348,4853620.66,400.156,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,400.1099853515625,0.046014648437506,400.10425503849524,0.051744961504767,,,,
2103_2021_MN,NVA,check,466300.286,4822687.64,377.724,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,377.7200012207031,0.003998779296865,377.73284615384773,-0.008846153847742,,,,
2104_2021_MN,NVA,check,620524.338,4831646.162,348.457,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,348.4100036621094,0.046996337890619,348.41347475682454,0.043525243175452,,,,
2105_2021_MN,NVA,check,602120.938,4877279.581,372.329,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-08,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,372.3399963378906,-0.010996337890617,372.3580578406209,-0.029057840620908,,,,
2106_2021_MN,NVA,check,479582.757,4914674.549,309.581,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,309.5899963378906,-0.008996337890608,309.59497761777385,-0.013977617773833,,,,
2107_2021_MN,NVA,check,516951.886,4816354.429,378.39,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,378.4200134277344,-0.030013427734389,378.4223139931695,-0.03231399316951,,,,
2108_2021_MN,NVA,check,480139.442,4925911.178,310.345,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,310.3699951171875,-0.024995117187473,310.3670720189292,-0.02207201892918,,,,
2109_2021_MN,NVA,check,588868.68,4863311.698,358.352,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,358.3399963378906,0.01200366210935,358.3416424580904,0.010357541909571,,,,
2110_2021_MN,NVA,check,458334.938,4822831.235,381.854,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,381.8299865722656,0.02401342773436,381.8443483145842,0.009651685415804,,,,
2111_2021_MN,NVA,check,445386.856,4929285.012,311.511,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,311.54998779296875,-0.038987792968726,311.5519782417022,-0.040978241702192
2112_2021_MN,NVA,check,449909.126,4892678.117,328.864,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,328.8699951171875,-0.005995117187524,328.8751263986743,-0.011126398674321,,,,
2113_2022_MN,NVA,check,564007.939,4857580.11,316.187,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,316.2099914550781,-0.022991455078113,316.2031300268121,-0.016130026812107
2114_2021_MN,NVA,check,620004.731,4835680.874,362.571,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,362.6600036621094,-0.089003662109349,362.66034250235805,-0.089342502358022,,,,
2115_2021_MN,NVA,check,629701.656,4822085.272,220.536,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,220.5500030517578,-0.014003051757811,220.5406960059185,-0.004696005918504,,,,
2116_2021_MN,NVA,check,493982.828,4898555.51,378.715,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,378.7799987792969,-0.0649987792969,378.77951310864756,-0.064513108647589,,,,
2117_2021_MN,NVA,check,483804.957,4919114.69,283.495,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,283.5199890136719,-0.02498901367187,283.50918547138457,-0.014185471384565,,,,
2118_2021_MN,NVA,check,628318.488,4836363.047,363.47,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,363.4599914550781,0.010008544921902,363.45632373782263,0.013676262177398,,,,
2119_2021_MN,NVA,check,517013.816,4831319.283,398.294,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,398.2699890136719,0.024010986328108,398.2631984856756,0.030801514324367,,,,
2120_2021_MN,NVA,check,439571.148,4908564.744,325.178,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,325.1600036621094,0.017996337890622,325.1482219895257,0.029778010474274
2121_2021_MN,NVA,check,491798.132,4928221.233,284.386,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,284.3900146484375,-0.004014648437476,284.3830986547113,0.002901345288706,,,,
2122_2022_MN,NVA,check,564290.499,4865339.265,396.582,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,396.5899963378906,-0.007996337890631,396.58567057568314,-0.003670575683145
2123_2021_MN,NVA,check,483461.072,4858244.051,368.422,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,368.510009765625,-0.088009765624975,368.5120365355609,-0.090036535560898,,,,
2124_2022_MN,NVA,check,550489.899,4869501.94,365.478,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,365.489990234375,-0.011990234374991,365.4971345279771,-0.019134527977087
2125_2021_MN,NVA,check,437621.582,4912824.533,312.936,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,312.8999938964844,0.036006103515604,312.902984797319,0.033015202680986
2126_2022_MN,NVA,check,593084.194,4854396.69,372.394,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,372.3699951171875,0.024004882812505,372.3649035294116,0.029096470588399,,,,
2127_2022_MN,NVA,check,565482.989,4822903.867,416.916,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-06,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,416.94000244140625,-0.024002441406253,416.9357811467984,-0.01978114679838,,,,
2128_2021_MN,NVA,check,437189.78,4916636.512,299.731,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,299.7300109863281,0.00098901367187,299.73266888324,-0.001668883240029
2129_2022_MN,NVA,check,557351.551,4826298.54,404.456,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-06,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,404.45001220703125,0.005987792968767,404.4523282992551,0.003671700744917,,,,
2130_2021_MN,NVA,check,449374.711,4843825.563,368.721,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,368.7300109863281,-0.009010986328121,368.7333794871794,-0.012379487179373,,,,
2131_2021_MN,NVA,check,529963.035,4824723.813,426.229,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,426.19000244140625,0.038997558593735,426.1893552479773,0.039644752022696,,,,
2132_2021_MN,NVA,check,450967.726,4833517.778,374.162,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,374.1700134277344,-0.008013427734397,374.157482758637,0.004517241362976,,,,
2133_2021_MN,NVA,check,471499.879,4898606.262,318.266,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,318.3299865722656,-0.063986572265605,318.3267650887552,-0.060765088755204,,,,
2134_2021_MN,NVA,check,560150.645,4904275.454,230.967,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,230.9600067138672,0.006993286132825,230.9641004232379,0.002899576762104,,,,
2135_2021_MN,NVA,check,520139.702,4883250.817,380.768,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,380.69000244140625,0.077997558593722,380.6906848958299,0.077315104170054,,,,
2136_2021_MN,NVA,check,616539.859,4819818.641,343.502,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,343.5,0.00200000000001,343.50573333336354,-0.003733333363527,,,,
2137_2021_MN,NVA,check,469868.778,4890025.539,354.676,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,354.7200012207031,-0.044001220703137,354.71964272560007,-0.04364272560008,,,,
2138_2021_MN,NVA,check,512785.203,4816342.742,379.498,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,379.5,-0.00200000000001,379.4921181640706,0.005881835929415,,,,
2139_2021_MN,NVA,check,604105.857,4831972.95,248.459,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,248.5,-0.040999999999997,248.47999169055157,-0.020991690551568,,,,
2140_2021_MN,NVA,check,558128.425,4921813.79,215.724,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,215.77999877929688,-0.055998779296885,215.79554835497223,-0.071548354972236,,,,
2141_2021_MN,NVA,check,487076.742,4902314.066,354.045,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,354.1000061035156,-0.055006103515609,354.1003243695328,-0.055324369532798,,,,
2142_2021_MN,NVA,check,501161.277,4872797.337,388.426,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,388.45001220703125,-0.024012207031262,388.4466447231049,-0.020644723104908,,,,
2143_2022_MN,NVA,check,526888.955,4891682.477,313.247,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-03-29,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,313.20001220703125,0.046987792968764,313.20290336281414,0.044096637185874
2144_2021_MN,NVA,check,516456.307,4939730.807,297.88,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,297.9200134277344,-0.04001342773438,297.92178885272745,-0.04178885272745,,,,
2145_2021_MN,NVA,check,459837.29,4842932.434,387.688,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,387.7300109863281,-0.042010986328137,387.7312319391627,-0.043231939162695,,,,
2146_2021_MN,NVA,check,524802.26,4872750.868,383.585,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,383.5899963378906,-0.004996337890645,383.5831223349174,0.001877665082588,,,,
2147_2022_MN,NVA,check,546965.547,4878402.46,374.754,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,374.7200012207031,0.033998779296894,374.7262349696624,0.027765030337605
2148_2021_MN,NVA,check,587590.249,4907812.694,361.951,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,361.9700012207031,-0.019001220703103,361.96385462776504,-0.012854627765023,,,,
2149_2021_MN,NVA,check,596353.202,4847523.997,378.029,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,378.0299987792969,-0.000998779296879,378.03332368421854,-0.004323684218548,,,,
2150_2021_MN,NVA,check,460766.671,4928145.599,330.802,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,330.8699951171875,-0.067995117187479,330.85392253530705,-0.051922535307028,,,,
2151_2021_MN,NVA,check,461679.772,4921144.291,344.682,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,344.739990234375,-0.057990234374984,344.7357185416586,-0.053718541658611,,,,
2152_2022_MN,NVA,check,553440.105,4861107.503,337.735,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,337.739990234375,-0.004990234374986,337.74673230727154,-0.011732307271529
2153_2022_MN,NVA,check,527427.81,4866746.423,377.88,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,377.8800048828125,-4.882812505e-06,377.8790563824412,0.000943617558789
2154_2021_MN,NVA,check,482120.778,4878982.682,374.652,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,374.6499938964844,0.002006103515612,374.65058461539866,0.00141538460133,,,,
2155_2021_MN,NVA,check,497922.316,4893347.275,382.426,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,382.45001220703125,-0.024012207031262,382.46480760246084,-0.038807602460849,,,,
2156_2021_MN,NVA,check,487368.899,4850198.703,377.58,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,377.6400146484375,-0.060014648437516,377.6409500164372,-0.060950016437232,,,,
2157_2021_MN,NVA,check,455875.881,4845873.784,375.572,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,375.55999755859375,0.012002441406253,375.5534242424252,0.018575757574808,,,,
2158_2021_MN,NVA,check,581228.577,4897478.948,234.981,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,235.02000427246094,-0.039004272460943,235.03695980022962,-0.05595980022963,,,,
2159_2021_MN,NVA,check,483146.678,4933900.144,309.067,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,309.1199951171875,-0.052995117187493,309.1164006422997,-0.049400642299702,,,,
2160_2022_MN,NVA,check,569602.296,4874508.47,341.953,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-03,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,341.8999938964844,0.0530061035156,341.897880556297,0.055119443702949
2161_2021_MN,NVA,check,427903.714,4930943.053,228.692,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,228.7100067138672,-0.01800671386718,228.71936869117917,-0.027368691179163
2162_2021_MN,NVA,check,454028.185,4932993.041,298.682,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,298.6600036621094,0.021996337890641,298.65995540139323,0.022044598606783
2163_2021_MN,NVA,check,453715.593,4921118.693,323.822,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,323.8399963378906,-0.017996337890622,323.83133449639206,-0.009334496392057
2164_2021_MN,NVA,check,454979.993,4896028.83,307.763,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,307.739990234375,0.023009765624977,307.73475166904825,0.028248330951726
